SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection7,Objection 7           Comments: Why is the discount being removed for Buried Utilities coverage when Equipment Breakdown coverage is also attached to the policy?,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection8,"Objection 8           Comments: While the rates under Rule 521 - Limited Water Back-up and Sump Discharge or Overflow are not changing under SERFF Tracking #: LEMO-134318404 State Tracking #: 24-1966 Company Tracking #: LIC-HO-NJ-2412RR State: New Jersey Filing Company: Lemonade Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Program Project Name/Number: Base Rate 2024Q4/LIC-HO-NJ-2412RR PDF Pipeline for SERFF Tracking Number LEMO-134318404 Generated 02/12/2025 10:57 PM  this filing, the Department notes the rates for Owners and Condos do not match the rates shown on the manual pages submitted under the previous rate filing (SERFF Tracking #LEMO-133880700; Dept. File #23-2220). For example, the rates under this filing range from $70 to $140 under this filing while the rates approved under the current version of Rule 521 include rates that range from $107.80 to $215.60. Please explain which rates are currently being applied for this water back-up coverage. If it is the rates submitted under this filing, then please provide the file number under which the rates were approved and confirm the rates included on the rate pages of the previous rate filing were never applied. If the rates submitted under the previous rate filing were correct, then update the rates in this filing accordingly.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/30/2025,Objection_letter1,objection9,"Objection 9           Comments: On 1/9/2025, the most recent version of the underwriting guidelines were submitted as part of this filing. While it isn't clear why the underwriting guidelines were submitted, please note that if they were submitted per Order A24-09, then please be advised that per the Order the underwriting guidelines must be emailed to market.analysis@dobi.nj.gov. Please confirm the underwriting guidelines have been or will be emailed to market.analysis@dobi.nj.gov.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/16/2025,Objection_letter2,objection1,Objection 1           Comments: Please reconcile the Loss Cost Modification factor indicated changes shown on Exhibit 7 (+44.9% for HO-3 and +43.5% for HO-6) with the changes noted on Exhibit 5 (+41.7% for HO-3 and +40.0% for HO-6).,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/16/2025,Objection_letter2,objection2,Objection 2           Comments: Please confirm the impact of the change to Rule 44. Equipment Breakdown Coverage.,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/16/2025,Objection_letter2,objection3,Objection 3           Comments: Please provide the rate indication exhibits for HO-4 in Excel with working formulas across all tabs.,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],01/16/2025,Objection_letter2,objection4,"Objection 4           Comments: Please provide the entire Exhibit 2, specifically the support for the Profit Provision, in Excel with working formulas across all tabs.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection1,Objection 1           Comments: Please provide the rate indication exhibits in Excel with working formulas across all tabs.,2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection2,"Objection 2           Comments: Please provide a reconciliation of the current indication between this filing and the most recently approved rate filing. Include a discussion of underwriting and loss adjustment expense provisions, profit provisions, and any other components that may have changed. Discuss any rate level impact resulting from the changes.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection3,"Objection 3           Comments: ASOP No. 38 Catastrophe Modeling specifies in Section 3.5 that the actuary should evaluate ""how historical observations, if applicable, compare to results produced by the model."" Please provide historical catastrophe losses for as many years as possible, along with the corresponding premiums at current level, and non-cat losses.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection4,"Objection 4           Comments: ASOP No. 53, Estimating Future Costs for Prospective Property/Casualty Risk Transfer and Risk Retention, specifies in Section 3.13 that ""The actuary should consider whether it is necessary to use methods that adjust for either the presence or absence of infrequent large losses in the historical data set.""  Please explain how the $167,900 and $143,700 excess loss thresholds were selected and what it represents in terms of the percentiles of the current loss distribution(s).  Please define what states are included in the Regional calculation, what percentage of the total NJ represents, and please estimate the excess loss threshold and factors that reflect only NJ data.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection5,"Objection 5           Comments: Provide quantitative support for the selected profit provision. Please include the following: (1) Support for the selected rate of return on invested assets. Please document how the Company has considered the rise in interest rates and expected return for the prospective period with this selection. Additionally, please provide the Company's forecasted returns for 2024 given the current market conditions. (2) Support for the selected premium to surplus ratio which is utilized in the development of the underwriting profit provision. (3) Quantitative support for the selected return on equity which is utilized in the development of the underwriting profit provision.",2025-02-17
NJ_LEMO-134318404,Rate/Rule,12/09/2024,Pending State Action,NJ,5032,16023,[16023],12/17/2024,Objection_letter3,objection6,Objection 6           Comments: Provide quantitative support for the selected contingency provision.,2025-02-17
NJ_SAFA-133227567,Rate,05/19/2022,Closed-Approved,NJ,111,23043,"[23043, 26042]",No objections,No objections,No objections,No objections,2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],01/31/2025,Objection_letter1,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           - Exhibit C (Supporting Document)           Comments: Similar to the versions of Exhibit C previously submitted under this filing, the Grand Total proposed dollar effect on Exhibit C should equal the sum of the Total Owners, Total Tenant/Condo, and Total Landlord proposed dollar effects, which is $34,611,800 based on the 1/27/2025 Exhibit C. Please note this represents a 19.7% overall impact based on the $175, 401,093 current written premium as shown on the same Exhibit C. Please confirm if the overall impact is 19.7% or 19.8% and submit an updated Exhibit C that reflects a Grand Total proposed dollar effect that equals the sum of the Total Owners, Total Tenant/Condo, and Total Landlord proposed dollar effects. Also, please submit a Post Submission Update to revise the SERFF Rate/Rule schedule if any information changes.",2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection1,"Objection 1           Comments: As referenced in objection #5 of the 10/11/2024 objection letter, the information on Exhibit B (Exhibit 1 page 1) should be consistent with the information shown on the SERFF Rate/Rule Schedule. Please note the Post Submission Update submitted on 1/6/2025 shows a Written Premium Change of $34,729,416 while the revised Exhibit B shows $34,590,941. Additionally, the overall proposed dollar effect on Exhibit B reflects a +19.7% change when compared to the Current Written Premium on Exhibit B rather than +19.8%. Please either submit a Post Submission Update to amend the Written Premium Change on the SERFF Rate/Rule Schedule or revise the proposed dollar effects on Exhibit B. Also, the proposed dollar effect should be consistent with the overall ""proposed % change"" given the ""current written premium"" shown on Exhibit C.",2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection2,"Objection 2           Comments: Exhibit B (Exhibit 1 page 1) shows a -0.1% change for Tenants with a dollar impact of -$4,291. Additionally, while there are 17,812 Tenant policies on Exhibit B, Exhibit 1 page 2 shows 17,644 policies with a 0.0% change, which would indicate at least 168 Tenant policies are receiving a change. However, based on the updated Exhibit 18, there doesn't appear to be any changes to the Tenant rates. As such, please explain why Exhibit B shows a percentage change and dollar impact for Tenants and why the 0.0% on the Unstabilized Impact - Histogram doesn't equal the number of Tenant policies on Exhibit B. What rates are changing with regard to Tenants that would lead to the decrease?",2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection3,Objection 3           Comments: Please advise as to when you expect the final printed manual pages to be completed.,2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],12/16/2024,Objection_letter3,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           Comments: Please revise the proposal as discussed with the Department. The response should include updates to all impacted exhibits and manual pages, including Exhibits 1 (Histogram) & Exhibit C, as well as a related post submission update to revise the Company Rate Information and to update effective dates.",2025-02-17
NJ_TRVD-134175714,Rate,07/15/2024,Closed-Approved,NJ,3548,19224,[19224],12/05/2024,Objection_letter4,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           Comments: As previously stated in objection #3 of the 10/11/2024 objection letter, the Department will permit a cap up to 25% to be applied for four annual policy periods. As such, we would like you to be aware that the Rate Stabilization rule can be revised under this filing to 25% as this can help address the company's rate need. If you decide not to update the cap, then please explain why you are choosing to continue using a lower cap than what the Department will permit.",2025-02-17
